pattern_id,route_short_name,direction_label,traffic_delay_seconds,traffic_jam_factor,matched_flow_segments,observation_count,first_observed_at,last_observed_at
5173c852cda36483,63,Aidenbachstraße -> Rotkreuzplatz,34.05235689802623,0.6473684210526315,1.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
5231c7e9cbb1ab4d,140,Scheidplatz -> Kieferngarten,87.22049559991407,1.549843040694223,14.052631578947368,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
52c08a0eb75a164c,N75,Kiefernstraße -> Ostbahnhof,28.946960473484967,0.8520778288596405,10.052631578947368,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
5387acc00e9e2646,154,Nordbad -> Westerlandanger,123.88238833527542,1.456918185255166,1.105263157894737,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
555777cfdcc7c17c,161,Berduxstraße -> Pasing Bf. Nord,43.558321558730626,0.34832221219039566,2.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
574f200cd7b8364f,N75,Ostbahnhof -> Kiefernstraße,56.543481575745844,0.9140442228807718,6.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
583c9ae9679b3372,155,Emdenstraße -> Ostbahnhof (Post),90.72900552647454,1.7873347606625583,1.0263157894736843,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
5938af447df3a18b,N40,Klinikum Großhadern -> Kieferngarten,82.20384172225288,1.3634325202563706,5.131578947368421,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
5b130ddcbea03f47,168,Nymphenburg Süd -> Wastl-Witt-Straße,746.9458257007581,8.75,1.0,2,2026-09-16 14:46:00.678839+00:00,2026-09-17 05:58:25.929323+00:00
5e9bcdd0f061adb9,59,Ackermannbogen -> Giesing,29.72363396601079,1.1000744161811775,21.07894736842105,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
5fa3e57a9881af65,191,Ostbahnhof Friedenstraße -> Zamilapark,158.77841627084914,2.5186124519814483,2.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
64ef1413d73149aa,52,Tierpark (Alemannenstr.) -> Sendlinger Tor,102.51358473571715,2.212029827088728,2.0526315789473686,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
673681383112422d,175,Georg-Brauchle-Ring -> Ludwigsfeld (Campingplatz),2.0238277141682652,0.06401812321377588,2.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
68c992982323415c,58,Ostbahnhof -> Hauptbahnhof Nord,266.7652969835591,7.05,1.0,2,2026-09-14 10:30:06.117693+00:00,2026-09-15 14:48:49.620076+00:00
6c7447ce01b2a7f1,140,Kieferngarten -> Grusonstraße,145.2702612189227,2.2578947368421054,1.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
6e5ec3ffdb4c44e1,135,Thalkirchen (Tierpark) -> Solln Bf. Wendeschleife,59.66773362096469,0.6888392308558371,3.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
6eb7ec58ac36a658,186,Messestadt Ost -> Hofbräuallee,12.486716326054383,0.7132758513635316,5.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
6f52b01bfee2891a,53,Rotkreuzplatz -> Aidenbachstraße,68.44873691670136,1.3584673576198811,10.31578947368421,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
6fd14248b723f2dd,56,Schloss Blutenburg -> Krokusstraße,75.98001005417753,1.4148039466390663,1.0526315789473684,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
700afc478f3febd9,154,Universität -> Nordbad,157.27157678317752,2.0099066127627667,3.0789473684210527,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
70a00d760a094905,175,Ludwigsfeld (Campingplatz) -> Olympia-Einkaufszentrum,861.7954279575615,8.2,1.0,1,2026-09-17 05:58:25.929323+00:00,2026-09-17 05:58:25.929323+00:00
726e6c57cfc22182,164,Pasinger Heuweg -> Westfriedhof,54.67175642297403,0.7042626694724818,5.052631578947368,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
7276df32df3b93ab,175,Ludwigsfeld (Campingplatz) -> Georg-Brauchle-Ring,56.53730255482327,1.3947496450457029,2.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
7321d462f10642db,63,Heimeranplatz -> Aidenbachstraße,54.91507107455063,1.3345243641326996,26.86842105263158,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
76c4d8201eb09464,166,Forst-Kasten-Allee -> Fürstenried West,504.02758451062203,8.1,1.0,1,2026-09-15 09:57:36.710060+00:00,2026-09-15 09:57:36.710060+00:00
7870ec53a64c3cfe,132,Harras -> Forstenrieder Park,78.73912947339704,1.2426857581652562,4.157894736842105,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
7cbb33d4cc86cc21,164,Westfriedhof -> Pasinger Heuweg,185.16533005167526,1.0525614841752702,3.026315789473684,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
7ee5e18cb83cc204,56,Blumenau -> Pasing,221.7244151420699,1.5958512930787772,2.0,25,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
7f41f1f4a6bbbc70,190,Messestadt Ost -> Ostbahnhof Friedenstraße,43.279694979299784,0.9205946869139228,5.842105263157895,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
82332455685dcdae,187,Michaelibad -> Arabellapark,99.20144353260187,1.1611071372586215,3.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
