route_short_name,direction_label,traffic_delay_seconds,traffic_jam_factor,matched_flow_segments,observation_count,first_observed_at,last_observed_at
191,Ostbahnhof Friedenstraße -> Zamilapark,600.6575743289504,5.405648648080822,1.5,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
191,Zamilapark -> Ostbahnhof Friedenstraße,66.94402973606684,1.1893302942075874,2.046511627906977,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
193,Trudering -> Von-Erckert-Straße,324.9764427194103,1.4449139538151838,3.0232558139534884,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
193,Von-Erckert-Straße -> Trudering,275.43828500278164,8.05,1.0,2,2026-09-14 16:55:20.198039+00:00,2026-09-25 13:33:11.456784+00:00
197,Neuperlach Zentrum -> Neuperlach Zentrum,43.48139044426052,0.923178009100242,4.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
198,Klara-Ziegler-Bogen -> Neuperlach Zentrum,15.511274032985924,0.7832309106856913,2.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
50,Dessauerstraße -> Johanneskirchen,81.99865132635514,1.298129328296177,10.046511627906977,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
50,Frankfurter Ring -> Dessauerstraße,108.7753938528559,1.8507452619017082,7.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
50,Johanneskirchen -> Dessauerstraße,52.952363950474975,0.6821248878615915,4.058139534883721,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
52,Sendlinger Tor -> Tierpark (Alemannenstr.),491.6978100430741,8.1,1.0,1,2026-09-21 10:34:58.187893+00:00,2026-09-21 10:34:58.187893+00:00
52,Tierpark (Alemannenstr.) -> Sendlinger Tor,113.33168358604746,2.5258000157496503,2.0232558139534884,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
53,Aidenbachstraße -> Münchner Freiheit,60.657547584288466,1.5841641592520037,6.22093023255814,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
53,Donnersbergerbrücke -> Münchner Freiheit,118.38817546847821,1.7263103939368152,21.24418604651163,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
53,Münchner Freiheit -> Aidenbachstraße,68.45883582825078,1.547894329930982,7.011627906976744,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
53,Rotkreuzplatz -> Aidenbachstraße,83.23813596770009,1.6176029431703542,10.337209302325581,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
56,Blumenau -> Pasing,196.45230359208617,1.4027861171236444,2.0,73,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
56,Fürstenried West -> Blumenau,345.371536236849,7.776916611345769,1.1333333333333333,15,2026-09-14 16:55:20.198039+00:00,2026-09-26 17:01:53.799097+00:00
56,Fürstenried West -> Schloss Blutenburg,113.50786133566518,1.3598113276799175,3.011627906976744,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
56,Schloss Blutenburg -> Fürstenried West,514.999604838262,8.04501156711858,1.2222222222222223,9,2026-09-16 09:48:18.028731+00:00,2026-09-26 12:55:14.797243+00:00
56,Schloss Blutenburg -> Krokusstraße,54.254297129141676,1.0390994182823783,1.0232558139534884,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
58,Hauptbahnhof Nord -> Hauptbahnhof Nord,111.65251060040781,1.8827646541331213,36.5,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
58,Ostbahnhof -> Hauptbahnhof Nord,266.7652969835591,7.05,1.0,2,2026-09-14 10:30:06.117693+00:00,2026-09-15 14:48:49.620076+00:00
58,Silberhornstraße -> Hauptbahnhof Nord,14.464182803669148,0.727906976744186,1.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
59,Ackermannbogen -> Giesing,33.86296215610674,1.1779286264587594,21.093023255813954,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
59,Giesing -> Ackermannbogen,83.72470349588797,1.557433123194675,17.069767441860463,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
59,Giesing -> Münchner Freiheit,37.432365174801184,1.2054618133869444,31.27906976744186,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
62,Ostbahnhof -> Sendlinger Tor,33.399808392735714,1.733311760031223,1.0348837209302326,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
62,Rotkreuzplatz -> Ostbahnhof,213.86715147573582,4.06645069808791,1.813953488372093,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
62,Rotkreuzplatz -> Poccistraße,91.78332138424571,1.7998572644423132,15.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
62,Rotkreuzplatz -> Sendlinger Tor,332.6633813237794,7.125,1.25,4,2026-09-16 14:46:00.678839+00:00,2026-09-24 22:11:22.208500+00:00
62,Sendlinger Tor -> Rotkreuzplatz,115.3993274125037,1.7299165753422605,10.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
63,Aidenbachstraße -> Forstenrieder Allee,544.1643169017602,7.2,1.0,3,2026-09-15 14:48:49.620076+00:00,2026-09-17 05:58:25.929323+00:00
63,Aidenbachstraße -> Rotkreuzplatz,25.480839087092267,0.5290697674418605,1.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
63,Forstenrieder Allee -> Heimeranplatz,0.4646988460472869,0.14186046511627906,1.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
63,Heimeranplatz -> Aidenbachstraße,56.047335347087866,1.4415055086477977,26.825581395348838,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
63,Rotkreuzplatz -> Forstenrieder Allee,1.1988968747434594,0.36744186046511623,1.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
63,Stäblistraße -> Heimeranplatz,76.5563530713025,1.4522795875396164,6.3604651162790695,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
68,Hauptbahnhof Nord -> Hauptbahnhof Nord,48.48650532235096,1.2126529905971313,5.023255813953488,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
68,Hauptbahnhof Nord -> Silberhornstraße,318.635895084133,3.6683320324498405,14.546511627906977,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
68,Hauptbahnhof Süd -> Hauptbahnhof Nord,83.54941718727716,1.5751088360478454,31.88372093023256,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N40,Harras -> Kieferngarten,118.20417564887984,1.9940218699930585,21.058139534883722,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N40,Kieferngarten -> Klinikum Großhadern,64.24814258570858,1.3114449112734798,20.093023255813954,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N40,Klinikum Großhadern -> Kieferngarten,74.0466325057876,1.28064544507938,5.151162790697675,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N43,Ostbahnhof -> Rotkreuzplatz,65.96848039433638,1.2902090667481407,34.05813953488372,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N45,Münchner Freiheit -> Ostbahnhof,111.97522780576124,2.1631911154963457,38.80232558139535,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N45,Münchner Freiheit -> Waldperlach (Süd),46.69404091622135,1.290737549282571,18.22093023255814,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N45,Waldperlach (Süd) -> Silberhorn-/Ichostraße,53.239168913796334,1.073720584910324,16.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N74,Messestadt Ost -> Ostbahnhof,49.688941910585136,1.4782404889781335,4.023255813953488,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N74,Ostbahnhof -> Messestadt Ost,67.70255522328245,1.393907851771557,11.104651162790697,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N74,Vogelweideplatz -> Ostbahnhof,101.57823111461322,2.0983583717203085,3.011627906976744,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N75,Kiefernstraße -> Ostbahnhof,29.943492250930493,0.8582070380591332,10.011627906976743,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N75,Ostbahnhof -> Kiefernstraße,65.00040857831695,1.023884450588369,6.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N78,Blumenau -> Blutenburg,103.81606893358236,1.505753698418351,10.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N78,Blutenburg -> Blumenau,200.5913634142815,1.9127911848618908,7.0,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N80,Pasing -> Pasing,179.5532619940042,1.1053361797353976,13.069767441860465,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
N81,Pasing -> Pasing,81.89840236984298,1.113418529489569,8.069767441860465,86,2026-09-12 20:17:42.314278+00:00,2026-09-26 17:01:53.799097+00:00
