trip_id,stop_id,stop_sequence
1116661,409875,16
1116661,524375,17
1116661,218138,18
1116661,637441,19
1116661,539010,20
1116661,275114,21
1116661,313272,22
1116661,286826,23
1116661,50068,24
1116661,264692,25
1116661,607303,26
1116661,592404,27
1116661,16975,28
1116661,417110,29
1116661,66008,30
1116661,193969,31
1116661,439967,32
1116661,26820,33
1116661,122366,34
1117294,546683,0
1117294,499391,1
1117294,621041,2
1117294,247790,3
1117294,533739,4
1117294,582513,5
1117294,621945,6
1117294,212681,7
1117294,194070,8
1117294,215926,9
1117294,667084,10
1117294,112872,11
1117294,312521,12
1117294,139902,13
1117294,97530,14
1117294,335463,15
1117294,409875,16
1117294,524375,17
1117294,218138,18
1117294,637441,19
1117294,539010,20
1117294,275114,21
1117294,313272,22
1117294,286826,23
1117294,50068,24
1117294,264692,25
1117294,607303,26
1117294,592404,27
1117294,16975,28
1117294,417110,29
1117294,66008,30
1117294,193969,31
1117294,439967,32
1117294,26820,33
1117294,122366,34
1119979,122366,0
1119979,558336,1
1119979,321643,2
1119979,82633,3
1119979,208066,4
1119979,418217,5
1119979,652613,6
1119979,444060,7
1119979,174853,8
1119979,38349,9
1119979,529410,10
1119979,396307,11
1119979,29808,12
1119979,426778,13
1119979,535014,14
1119979,18649,15
1119979,361570,16
1119979,386320,17
1119979,294579,18
1119979,583705,19
1119979,160843,20
1119979,296865,21
1119979,634877,22
1119979,420541,23
1119979,602070,24
1119979,215926,25
1119979,236565,26
1119979,277163,27
1119979,412700,28
1119979,399768,29
1119979,210872,30
1119979,511257,31
1119979,678009,32
1119979,401447,33
1119979,63941,34
1125084,546683,0
1125084,499391,1
1125084,621041,2
1125084,247790,3
1125084,533739,4
1125084,582513,5
1125084,621945,6
1125084,212681,7
1125084,194070,8
1125084,215926,9
1125084,667084,10
1125084,112872,11
1125084,312521,12
1125084,139902,13
1125084,97530,14
1125084,335463,15
1125084,409875,16
1125084,524375,17
1125084,218138,18
1125084,637441,19
1125084,539010,20
1125084,275114,21
1125084,313272,22
1125084,286826,23
1125084,50068,24
1125084,264692,25
1125084,607303,26
1125084,592404,27
1125084,16975,28
1125084,417110,29
1125084,66008,30
1125084,193969,31
1125084,439967,32
1125084,26820,33
1125084,122366,34
1125142,122366,0
1125142,558336,1
1125142,321643,2
1125142,82633,3
1125142,208066,4
1125142,418217,5
1125142,652613,6
1125142,444060,7
1125142,174853,8
1125142,38349,9
1125142,529410,10
1125142,396307,11
1125142,29808,12
1125142,426778,13
1125142,535014,14
1125142,18649,15
1125142,361570,16
1125142,386320,17
1125142,294579,18
1125142,583705,19
1125142,160843,20
1125142,296865,21
1125142,634877,22
1125142,420541,23
1125142,602070,24
1125142,215926,25
1125142,236565,26
1125142,277163,27
1125142,412700,28
1125142,399768,29
1125142,210872,30
1125142,511257,31
1125142,678009,32
1125142,401447,33
1125142,63941,34
1125268,546683,0
1125268,499391,1
1125268,621041,2
1125268,247790,3
1125268,533739,4
1125268,582513,5
1125268,621945,6
1125268,212681,7
1125268,194070,8
1125268,215926,9
1125268,667084,10
1125268,112872,11
1125268,312521,12
1125268,139902,13
1125268,97530,14
1125268,335463,15
1125268,409875,16
1125268,524375,17
1125268,218138,18
1125268,637441,19
1125268,539010,20
1125268,275114,21
1125268,313272,22
1125268,286826,23
1125268,50068,24
1125268,264692,25
1125268,607303,26
1125268,592404,27
1125268,16975,28
1125268,417110,29
1125268,66008,30
1125268,193969,31
1125268,439967,32
1125268,26820,33
1125268,122366,34
1128321,546683,0
1128321,499391,1
1128321,621041,2
1128321,247790,3
1128321,533739,4
1128321,582513,5
1128321,621945,6
1128321,212681,7
1128321,194070,8
1128321,215926,9
1128321,667084,10
1128321,112872,11
1128321,312521,12
1128321,139902,13
1128321,97530,14
1128321,335463,15
1128321,409875,16
1128321,524375,17
1128321,218138,18
1128321,637441,19
1128321,539010,20
1128321,275114,21
1128321,313272,22
1128321,286826,23
1128321,50068,24
1128321,264692,25
1128321,607303,26
1128321,592404,27
1128321,16975,28
1128321,417110,29
1128321,66008,30
1128321,193969,31
1128321,439967,32
1128321,26820,33
1128321,122366,34
1128745,546683,0
1128745,499391,1
1128745,621041,2
1128745,247790,3
1128745,533739,4
1128745,582513,5
1128745,621945,6
1128745,212681,7
1128745,194070,8
1128745,215926,9
